Complexity,Loss,Equation
1,33.635365,"2.5358577"
2,33.602722,"exp(0.85658395)"
3,33.1943,"exp(cos(x3))"
4,18.504774,"exp(-0.6322934 * x0)"
5,3.0454917,"(x0 * x0) + -1.7557784"
7,3.029573,"-1.6640588 + ((x0 * x0) * 0.97769195)"
8,1.1184881,"(cos(x3) + (x0 * x0)) + -1.8519826"
9,0.95151496,"-3.119184 + ((x0 * x0) + exp(cos(x3)))"
10,3.3670763e-13,"((x0 * x0) + (cos(x3) * 2.5382)) + -2.0"
15,2.9297373e-13,"(((cos(x3) * 2.5382) + (0.10289902 * sin(0.10265166))) + (x0 * x0)) + -2.0105443"
